drugName,drugPrescStat,price,manufNo,maxDosage,Disease
Nimbex 10mg/Ml,P, 0000.0000,003525,200,Glycogen Storage Disease Type III
Alti-Cpa,P, 0000.0000,006172,200,"Cardiomyopathy, Familial Hypertrophic, 10"
Mefenamic,P, 0000.0000,014412,200,"Pectus Excavatum, Macrocephaly, Short Stature, Dysplastic Nails"
Pantoloc,P, 0000.3918,014108,200,"MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY"
Chewable Vitamin C 500mg 5 Fruit,O, 0000.0000,008541,200,Rectocele
Presun Ultra 30 Cream,O, 0000.0000,005442,200,Greig cephalopolysyndactyly syndrome
Allergy Formula,O, 0000.0000,008541,200,"Krabbe Disease, Atypical, due to Saposin A Deficiency"
Vitamin E 800 Iu Natural Source,O, 0000.0000,004967,200,"Nystagmus, Congenital"
Glycon,P, 0000.0000,011902,200,"Chromosome 5, monosomy 5q35"
Optrex Sterile Eye Wash,O, 0000.0000,005010,200,Ephemeral Fever
Apo-Ciproflox,P, 0000.0000,003636,200,"AXENFELD-RIEGER SYNDROME, TYPE 3"
Apo-Norflox - 400mg,P, 0000.0000,003636,200,Laryngeal Edema
Apo-Diltiaz Cd - Cap 300mg,P, 0000.0000,003636,200,Griscelli syndrome type 3
Optibolic Water Pill,O, 0000.0000,006492,200,"Nystagmus, Congenital"
Complete Multi-Pre And Post Natal Tablets,O, 0000.0000,011498,200,"Encephalitis, Tick-Borne"
Triamcinolone Acetonide Injectable Suspension Usp,P, 0000.0000,012027,200,"Chromosome 2, monosomy 2pter p24"
Novo-Ridazine (Thioridazine Oral Suspension) - 2 Mg/Ml,P, 0000.0000,004773,200,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 4"
Tria-Captopril 25mg Tablet,P, 0000.0000,005266,200,"Cardiomyopathy, Familial Hypertrophic, 10"
Nu-Mefenamic 250 Mg,P, 0000.0000,004828,200,"Acrokeratoderma, Hereditary Papulotranslucent"
Artificial Tears For Dry Eyes,O, 0000.0000,011656,200,"Hexosaminidase A Deficiency, Adult Type"
Penta-Amoxicillin - 250mg/5ml,P, 0000.0000,007066,200,Ependymoma
Penta-Clomipramine - 25mg,P, 0000.0000,007066,200,Neural crest tumor
Penta-Glyburide - 2.5mg,P, 0000.0000,007066,200,Atelosteogenesis type 2
Pen-Vee Suspension 180 Mg,P, 0000.0000,011656,200,Nidovirales Infections
Hemarexin,O, 0000.0000,012027,200,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5
Pms-Valproic Acid E.C.,P, 0000.0000,003550,200,Alternating hemiplegia of childhood
Nubody,O, 0000.0000,011592,200,"Nephroma, Mesoblastic"
High Potency Vitamin + Mineral Pack,O, 0000.0000,004517,200,Pseudoarthrogryposis
Coreg (Carvedilol) Tablets, 3.125 Mg,P, 0000.3647,009985,200,DIAMOND-BLACKFAN ANEMIA 13
After Bite,O, 0000.0000,005251,200,"MICROCEPHALY, POSTNATAL PROGRESSIVE, WITH SEIZURES AND BRAIN ATROPHY"
Pepto-Bismol Extra,O, 0000.0000,004911,200,Hemolytic Anemia with Thermal Sensitivity of Red Cells
Acetaminophene 80mg Comprimes A Croquer,O, 0000.0000,005266,200,Equine Infectious Anemia
Coppertone Mist Spf 4,O, 0000.0000,007016,200,"Purpura, Thrombocytopenic"
Humatrope 26.6mg Vial,P, 0000.0000,007005,200,"Hyper-IgM Immunodeficiency Syndrome, Type 1"
Alti-Acyclovir - 800mg,P, 0000.0000,006172,200,"Gingivitis, Necrotizing Ulcerative"
Pms-Cimetidine,P, 0000.0000,003550,200,"Epilepsy, Generalized"
Soflax Ex 10,O, 0000.0000,003550,200,"Reflex, Abnormal"
Fenofibrate 100mg Capsule,P, 0000.0000,004901,200,"Conjunctivitis, Viral"
Coenzyme Q10 30 Mg,O, 0000.0000,006673,200,Ataxia-Microcephaly-Cataract Syndrome
Mylan-Sotalol,P, 0000.0000,013930,200,"CARDIOMYOPATHY, DILATED, 1KK"
Ratio-Diltiazem Cd,P, 0000.0000,010402,200,Leber Congenital Amaurosis 4
Apo-Metformin 850 Mg Tablets,P, 0000.0000,003636,200,Osteosarcoma
Ascorbate C-500,O, 0000.0000,005188,200,Out-of-Hospital Cardiac Arrest
Novo-Benzydamine  -  Oral Rinse,P, 0000.0000,004773,200,Lubs X-linked mental retardation syndrome
Albert Diltiaz Cd 180mg Cap,P, 0000.0000,009522,200,Monieziasis
Dr. Thomas' Eclectric Oil,O, 0000.0000,007146,200,Airway Remodeling
Arthrotec 75,P, 0000.4450,004908,200,Radius absent anogenital anomalies
Calcium Citrate With Vitamin D,O, 0000.0000,004967,200,Acanthamoeba Keratitis
Restoril 7.5mg Capsule,P, 0000.0000,007277,200,"Chromosome 2, monosomy 2pter p24"
Hyoscine Butylbromide Injection Sandoz Standard,P, 0000.0000,012027,200,Leukemia L5178
Calcium Ascorbate 1000mg,O, 0000.0000,007157,200,Contrecoup Injury
Creme Ecran Total Spf 25,O, 0000.0000,005381,200,"Muscular Dystrophy, Congenital, associated with Calf Hypertrophy, Microcephaly, and Severe Mental Retardation"
Phazyme Liquid,O, 0000.0000,000000,200,DIAMOND-BLACKFAN ANEMIA 13
Novo-Baclofen,P, 0000.0000,004773,200,Corneal Endothelial Cell Loss
Kaopectate Chewable Tablets 300mg,O, 0000.0000,007104,200,Laryngeal Edema
Extra Strength Kaopectate Tablets 750mg,O, 0000.0000,007104,200,Gonorrhea
Regular Strength Kaopectate Suspension,O, 0000.0000,008481,200,Neoplasm Micrometastasis
Extra Strength Kaopectate Suspension,O, 0000.0000,008481,200,"Neoplasms, Fibrous Tissue"
Kaopectate Tablet - 600mg,O, 0000.0000,004402,200,Hemiplegia
Sleep-Eze D Extra Strength Capsules,O, 0000.0000,007165,200,"Chromosome 5, monosomy 5q35"
Sleep-Eze Extra Strength Caplets,O, 0000.0000,007165,200,Alternating hemiplegia of childhood
All In One Super Multi Plus - Tab,O, 0000.0000,004716,200,"Chondrodysplasia, blomstrand type"
Apo-Acetaminophen Caplets 500mg,O, 0000.0000,003636,200,"Hearing Loss, Unilateral"
Air-Power,O, 0000.0000,005912,200,"MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38"
Tussin Cough Medicine Dm Antitussive,O, 0000.0000,005088,200,"Adenocarcinoma, Clear Cell"
Herbal Throat Lozenges,O, 0000.0000,004403,200,Prodromal Symptoms
Beclomethasone Aqueous Nasal Spray 50mcg/Metered Dose,P, 0000.0000,007169,200,"Epilepsy, Generalized"
Ranitidine Tablets 300mg,P, 0000.0000,007169,200,Inflammatory Bowel Disease 8
Kiro Rub,O, 0000.0000,006792,200,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA
Licetrol Lice Killing Shampoo,O, 0000.0000,005088,200,Agenesis of Corpus Callosum
Diltiazem Tablets 30mg,P, 0000.0000,007169,200,Mandibular Injuries
Glyburide Tablets 5mg,P, 0000.0000,007169,200,Distal Osteosclerosis
Tamoxifen 20mg Tablet,P, 0000.0000,007169,200,Corneal Endothelial Cell Loss
Hyzaar 50/12.5mg,P, 0000.2719,012250,200,"Nephroma, Mesoblastic"
Folic Acid 0.4mg - Tab,O, 0000.0000,004403,200,"Lymphoid System Deterioration, Progressive"
Sotalol 80mg Tablet,P, 0000.0000,007169,200,Chromosome 2p16.1-P15 Deletion Syndrome
Atenolol Tablets 50mg,P, 0000.0000,007169,200,Branchio-Oto-Renal Syndrome
Teva-Theophylline Sr,P, 0000.0000,014318,200,"Mental Retardation, X-Linked 79"
Pentoxifylline Sr,P, 0000.0000,014412,200,"Mental Retardation, X-Linked 3"
Doxorubicin Hydrochloride Injection,P, 0000.0000,004773,200,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 3"
Children'S Acetaminophen Elixir U.S.P. 160mg/5ml,O, 0000.0000,005450,200,"Chondrodysplasia, blomstrand type"
Novo-Cefuroxime 125 Mg Tab,P, 0000.0000,004773,200,Immersion Foot
Nighttime Cough. Cold. Flu Gel Capsules,O, 0000.0000,007178,200,"Mental Retardation, X-Linked 79"
Compound W Liquid,O, 0000.0000,007165,200,Factor VII Deficiency
Bengay Arthritis Extra Strength,O, 0000.0000,004402,200,Pulmonary Eosinophilia
Pms-Gemfibrozil,P, 0000.0000,003550,200,Pelvic Organ Prolapse
Crest Multicare Dentifrice,O, 0000.0000,004911,200,Ephemeral Fever
Pms-Captopril - Tab  25mg,P, 0000.0000,003550,200,Radiation Injuries
Ultimate Once A Day - Tab,O, 0000.0000,007193,200,Pacman dysplasia
Pms-Amoxicillin,P, 0000.0000,003550,200,"Faciocardiomelic Dysplasia, Lethal"
Enviroflex - Tab,O, 0000.0000,000000,200,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES"
Zilactin-Lip (Regular And Cherry Flavour),O, 0000.0000,005479,200,"Mental Retardation, X-Linked 59"
Bengay Muscle Pain No Odour,O, 0000.0000,004402,200,Neural crest tumor
Lipidil Micro - Cap 67mg,P, 0000.5917,000000,200,Deafness conductive ptosis skeletal anomalies
Certified Hair Care Dandruff Shampoo - All Hair Types,O, 0000.0000,005602,200,"GLAUCOMA 3, PRIMARY CONGENITAL, E"
Micatin Powder Spray     - Unscented 2%,O, 0000.0000,010170,200,Macrophage Activation Syndrome
Gemzar  (1gm/Vial),P, 0000.0000,007005,200,Psoriasis
Usana Poly C Vitamin C Supplement Tablets,O, 0000.0000,005649,200,Contrecoup Injury
Teva-Mexiletine,P, 0000.0000,014318,200,"LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME"
Sandoz Cortimyxin,P, 0000.0000,012027,200,"Parathyroid Glands, Agenesis Of"
Teva-Oxybutynin,P, 0000.0000,014318,200,"Lp(A) Deficiency, Congenital"
Allergy Tablets Extra Strength,O, 0000.0000,005240,200,"Niemann-Pick Disease, Type B"
Phosphates Solution,O, 0000.0000,003550,200,Hypovolemia
Clopixol Tablets 10mg,P, 0000.0000,005362,200,Aminoacylase 1 deficiency
Clopixol Tablets 25mg,P, 0000.0000,005362,200,Neuromyelitis Optica
Clopixol-Acuphase 50mg/Ml,P, 0000.0000,005362,200,"Pectus Excavatum, Macrocephaly, Short Stature, Dysplastic Nails"
Clopixol Depot 200mg/Ml,P, 0000.0000,005362,200,"Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy"
Uva-Ursi,O, 0000.0000,007227,200,Acute Pain
Imitrex Nasal Spray,P, 0000.0000,009985,200,"DEAFNESS, AUTOSOMAL RECESSIVE 84A"
Contac Cold Extra Strength Capsules,O, 0000.0000,000000,200,Bladder Exstrophy and Epispadias Complex
Metonia,P, 0000.0000,011656,200,"Myoclonus, Cerebellar Ataxia, and Deafness"
Acet 120,O, 0000.0000,011656,200,Greig cephalopolysyndactyly syndrome
Acet 160,O, 0000.0000,011656,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME
Acet 325,O, 0000.0000,011656,200,Inflammatory Bowel Disease 8
Acet 650,O, 0000.0000,011656,200,Laryngeal Edema
Acebutolol-Ratio 200mg Tab,P, 0000.0000,010402,200,Hyperexplexia hereditary
Pentoxifylline Sr 400mg Tab,P, 0000.0000,004901,200,Beta-Ureidopropionase Deficiency
Mitomycin For Injection,P, 0000.0000,014318,200,Hypovolemia
Risperdal Tab 5mg,P, 0000.0000,007259,200,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12
Hemorrhoidal Relief Ointment,O, 0000.0000,004412,200,Hypercapnia
Sleep Aid,O, 0000.0000,008541,200,Connective Tissue Nevus
Deep Cold Pain Patch,O, 0000.0000,004675,200,"MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 2"
Canesten Combi-Pak Cream 1,O, 0000.0000,010774,200,Ocular Myopathy with Curare Sensitivity
Dom-Flutamide,P, 0000.0000,004065,200,Digestive System Abnormalities
Clindamycin Injection Usp,P, 0000.0000,012027,200,Kallmann Syndrome 2 with Bimanual Synkinesia
Tums Ultra Strength Liquid Plus Anti-Gas,O, 0000.0000,000000,200,Kleefstra Syndrome
Imodium Quick Dissolve,O, 0000.0000,004569,200,Nocardia Infections
Tilade,P, 0000.0000,009522,200,Hearing Disorders
Beech Nut Honey Lemon Cough Drop,O, 0000.0000,007239,200,"Faciocardiomelic Dysplasia, Lethal"
Watkins White Cream Liniment,O, 0000.0000,005446,200,Anophthalmia plus syndrome
Isoprinosine,P, 0000.0000,007245,200,"AXENFELD-RIEGER SYNDROME, TYPE 3"
Pantothenic Acid 250mg,O, 0000.0000,000000,200,Acute Pain
Choline And Inositol 250mg/250mg,O, 0000.0000,000000,200,Osteosarcoma
Niacin 250mg,O, 0000.0000,000000,200,Mastoiditis
Dom-Amoxicillin,P, 0000.0000,004065,200,Bothnia Retinal Dystrophy
Pediapred,P, 0000.0000,012538,200,Foreign Bodies
Opticrom,O, 0000.0000,003574,200,"Deafness, Autosomal Dominant 48"
Vitamin B12 500mcg,O, 0000.0000,000000,200,"Chromosome 10, trisomy 10pter p13"
Nu-Bromocriptine,P, 0000.0000,004828,200,Rectocele
Tobramycin Injection,P, 0000.0000,016555,200,Autolysis
Apo-Selegiline,P, 0000.0000,003636,200,Rectocele
Calcium 500mg With Vitamin D,O, 0000.0000,011498,200,Granddad Syndrome
Mylan-Budesonide Aq,P, 0000.0000,013930,200,Amaurosis hypertrichosis
Rylosol,P, 0000.0000,011902,200,"High serum cholesterol, familial"
Extra Strength Lactaid Tablets,O, 0000.0000,004569,200,"Milia, Multiple Eruptive"
Tenoxicam Tablets,P, 0000.0000,014412,200,Autolysis
Med Bromazepam 3mg Tablet,P, 0000.0000,004645,200,"Digital Arthropathy-Brachydactyly, Familial"
Calamine Lotion With Zinc Oxide,O, 0000.0000,004412,200,"Reflex, Abnormal"
Extra Strength Gold Bond,O, 0000.0000,003971,200,"Heavy Metal Poisoning, Nervous System"
Women'S Formula,O, 0000.0000,004471,200,"Cataract, Congenital, Cerulean Type, 3"
Ascorbate-C,O, 0000.0000,000000,200,Mucocutaneous Lymph Node Syndrome
Lipitor,P, 0000.2824,004908,200,"BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT"
Novo-Ketotifen Tab 1mg,P, 0000.0000,004773,200,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 4"
Mylan-Minocycline,P, 0000.0000,013930,200,"CARDIOMYOPATHY, DILATED, 1KK"
Pindolol 15mg Tablet,P, 0000.0000,007169,200,"Ectopia Lentis, Spontaneous Filtering Blebs, and Craniofacial Dysmorphism"
Flexall Stick,O, 0000.0000,003971,200,Beta-Ureidopropionase Deficiency
Halls Extra Strong Mentho-Lyptus Cough Tablets,O, 0000.0000,011643,200,Digestive System Abnormalities
Pms-Valproic Acid,P, 0000.0000,003550,200,Ectoparasitic Infestations
Tazorac,P, 0000.0000,003574,200,Foot Deformities
Children Feverhalt Drops 80mg/Ml,O, 0000.0000,011656,200,"Hyperkeratosis, Epidermolytic"
Children Chewable Feverhalt 80mg Tablets,O, 0000.0000,005386,200,Oculoauricular Syndrome
Muscle + Back Pain Relief Caplets,O, 0000.0000,008541,200,Oslam syndrome
Mylan-Oxybutynin,P, 0000.0000,013930,200,Esophageal and Gastric Varices
Pms-Metoprolol-L,P, 0000.0000,003550,200,Autolysis
Teva-Terazosin,P, 0000.0000,014318,200,"Cardiomyopathy, Familial Hypertrophic, 10"
Pms-Tiaprofenic,P, 0000.0000,003550,200,Cataract congenital Volkmann type
Xylac,P, 0000.0000,011656,200,Choroid plexus calcification with mental retardation
Polysporin Antibiotic Cream,O, 0000.0000,004402,200,"OSTEOGENESIS IMPERFECTA, TYPE XI"
Premium Multi-One With Niacinamide,O, 0000.0000,004992,200,Ependymoma
Apo-Amoxi Sugar Free,P, 0000.0000,003636,200,"Rhinitis, Atrophic"
Timed Release And Esterified Vitamin C-1000,O, 0000.0000,000000,200,Orofaciodigital syndrome type1
Topamax 25mg,P, 0000.2702,007259,200,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES"
Topamax 100mg,P, 0000.5122,007259,200,"Deafness, Autosomal Dominant 48"
Topamax 200mg,P, 0000.7650,007259,200,"Parkinsonism-Dystonia, Infantile"
Hsiao Yao Wan Pills,O, 0000.0000,003962,200,Navajo neurohepatopathy
Evening Primrose Oil With Vitamin E,O, 0000.0000,004858,200,Diastasis Recti And Weakness Of The Linea Alba
Junior Strength Acetaminophen Tablets,O, 0000.0000,005240,200,"OSTEOGENESIS IMPERFECTA, TYPE XI"
Pms-Buspirone,P, 0000.0000,003550,200,Mastoiditis
Elizabeth Arden Daily Moisture Lotion Spf 15,O, 0000.0000,003646,200,Deafness hyperuricemia neurologic ataxia
Nifedipine 30mg Xl Tablet,P, 0000.0000,005464,200,Legg-Calve-Perthes Disease
High Potency Multi Vitamin And Mineral,O, 0000.0000,004858,200,"Mental Retardation, X-Linked 84"
Etopophos 100mg Vial,P, 0000.0000,003798,200,Cakut
Apo-Diltiaz Cd,P, 0000.0000,003636,200,Obsessive-Compulsive Disorder
Buspirone 10mg Tablet,P, 0000.0000,007169,200,Chromosome 8 ring
Ratio-Naproxen E 500 Mg Tab,P, 0000.0000,010402,200,Foot Deformities
Children'S Feverhalt   (160mg Chewable Tablets),O, 0000.0000,011656,200,Hypercapnia
Teva-Nitrofurantoin,P, 0000.0000,014318,200,Deafness hyperuricemia neurologic ataxia
Mylan-Selegiline,P, 0000.0000,013930,200,Foreign Bodies
Nu-Diltiaz-Cd Capsules 180mg,P, 0000.0000,004828,200,Capgras Syndrome
Dom-Tiaprofenic,P, 0000.0000,004065,200,HYPERGLYCINURIA
Teva-Ketoconazole,P, 0000.0000,014318,200,Bleeding Disorder due to Defective Thromboxane A2 Receptor
Tropic Tanning Oil With Sunscreen,O, 0000.0000,004412,200,Bluetongue
Rezulin,P, 0000.0000,000000,200,Hyaluronidase Deficiency
Micozole,O, 0000.0000,005241,200,"Deafness, Autosomal Dominant 13"
Hycamtin,P, 0000.0000,007277,200,Hypertrichosis congenital generalized X-linked
Serevent Diskus (50mcg/Dose),P, 0000.0000,009985,200,"Alport syndrome, dominant type"
Vitamin E 1000 I.U. (Natural Source),O, 0000.0000,000000,200,Osteosclerosis
Pms-Ipratropium,P, 0000.0000,003550,200,"Mental Retardation, X-Linked 59"
Tiazac,P, 0000.2304,011902,200,Psoriasis
Ez-Flex,O, 0000.0000,004673,200,"Lp(A) Deficiency, Congenital"
Novo-Sotalol Tab 80mg,P, 0000.0000,004773,200,Leukostasis
Novo-Sotalol Tab 160mg,P, 0000.0000,004773,200,MENTAL HEALTH WELLNESS 2
Echinacea 500mg (Purpurea) Capsule,O, 0000.0000,005225,200,Pemphigoid Gestationis
Nu-Fluvoxamine 100 Mg Tab,P, 0000.0000,004828,200,Retinitis Pigmentosa 29
Super C-Complex-500 Regular Strength,O, 0000.0000,000000,200,C1q DEFICIENCY
Vitamin E,O, 0000.0000,004137,200,Chronic Kidney Disease-Mineral and Bone Disorder
Formula Ultra Pro,O, 0000.0000,004673,200,"Fatigue Syndrome, Chronic"
Children'S Feverhalt Syrup,O, 0000.0000,005386,200,"Cataract, Crystalline Aculeiform"
Super Hy-Vites Extra Strength,O, 0000.0000,000000,200,Otorhinolaryngologic Diseases
Penta-Valproic Capsules,P, 0000.0000,007066,200,"Lymphoid System Deterioration, Progressive"
Penta-Amiloride Hctz Tablets,P, 0000.0000,007066,200,Alcohol Withdrawal Seizures
Coq - 10 With Vitamin E,O, 0000.0000,004673,200,Carnevale Hernandez Castillo syndrome
Genteal,O, 0000.0000,007277,200,"Neoplasms, Fibrous Tissue"
Odrik 0.5 Mg Capsule,P, 0000.0000,003727,200,Foreign Bodies
Poten-C With Potassium Tablets,O, 0000.0000,004096,200,"LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME"
Triaminic Dm,O, 0000.0000,007366,200,Malignant fever
Novo-Tenoxicam Tab 20mg,P, 0000.0000,004773,200,Bladder Exstrophy and Epispadias Complex
Apo-Fluvoxamine Tablets,P, 0000.0000,003636,200,Oslam syndrome
Junior'S Chewable Acetaminophen Tablets (160mg - Grape Flavour),O, 0000.0000,004412,200,Addison Disease
Sporanox Oral Solution 10mg/Ml,P, 0000.0000,007259,200,"Cardiomyopathy, Dilated, 1C"
Kwellada-P Lotion,O, 0000.0000,007165,200,"Prostate Cancer, Hereditary, 6"
Mylan-Cyclobenzaprine,P, 0000.0000,013930,200,"Mental Retardation, X-Linked 79"
Tocoginol,O, 0000.0000,000000,200,Hypobetalipoproteinemias
Selenium 50mcg,O, 0000.0000,009511,200,Hyperhidrosis
Femara 2.5mg,P, 0000.0000,007277,200,Ephemeral Fever
Male Formula,O, 0000.0000,005446,200,"Mental Retardation, X-Linked 79"
Zinc Tally,O, 0000.0000,004673,200,"Epilepsy, Generalized"
Heartburn Relief,O, 0000.0000,008541,200,Cone-Rod Dystrophy 12
Apo-Cromolyn Sterules,P, 0000.0000,003636,200,"Amyloidosis, Cerebroarterial, App-Related"
Atenolol-Ratio 100mg Tablet,P, 0000.0000,010402,200,"Ectopia Lentis, Spontaneous Filtering Blebs, and Craniofacial Dysmorphism"
Mavik,P, 0000.0000,016524,200,Anophthalmia plus syndrome
Allegra 12 Hour,O, 0000.0000,012538,200,Marfanoid Habitus with Microcephaly and Glomerulonephritis
Gonal-F,P, 0000.0000,005181,200,"Epilepsy, Generalized"
Nu-Domperidone 10 Mg Tablets,P, 0000.0000,004828,200,Diabetic Cardiomyopathies
Kwellada-P Creme Rinse,O, 0000.0000,007165,200,"Onychogryposis, Pedal, with Keratosis Plantaris and Coarse Hair"
Mylan-Azathioprine,P, 0000.0000,013930,200,"Chromosome 5, monosomy 5q35"
Teva-Buspirone,P, 0000.0000,014318,200,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia
Xalatan,P, 0004.1625,004908,200,Posterior column ataxia
Reach Act For Kids, Bubblegum,O, 0000.0000,004402,200,Gout
Pms-Diclofenac-Sr,P, 0000.0000,003550,200,"Mental Retardation, X-Linked 3"
Pms-Diclofenac,P, 0000.0000,003550,200,"GLAUCOMA 3, PRIMARY CONGENITAL, C"
Lactaid* Ultra Caplet 9000 Fcclu,O, 0000.0000,004569,200,"Mental Retardation, X-Linked 52"
Roferon-A 9 Million Unit/0.9ml,P, 0000.0000,004328,200,Hyaline Membrane Disease
Zinc C Lozenges,O, 0000.0000,003603,200,Meier Blumberg Imahorn syndrome
Ofloxacin Tablets,P, 0000.0000,014412,200,Equine Infectious Anemia
Sunergy Plus,O, 0000.0000,005132,200,Obsessive-Compulsive Disorder
Pms-Pindolol,P, 0000.0000,003550,200,Alternating hemiplegia of childhood
Pms-Carbamazepine,P, 0000.0000,003550,200,"Glycogen Storage Disease, Type IXD"
Pms-Carbamazepine-Cr,P, 0000.0000,003550,200,Rectocele
Pms-Benazepril,P, 0000.0000,003550,200,"Hyperinsulinemic Hypoglycemia, Familial, 4"
Timed Release Tnt Extra Strength,O, 0000.0000,000000,200,Bronchomalacia
Pms-Maprotiline,P, 0000.0000,003550,200,Histrionic Personality Disorder
Acid Control,O, 0000.0000,011656,200,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5
Kid'S Sunblock,O, 0000.0000,005264,200,Obsessive-Compulsive Disorder
Coenzyme Q10 - 10mg (Ubiquinone),O, 0000.0000,000000,200,"BLEEDING DISORDER, PLATELET-TYPE, 15"
Co-Enzyme Q10 30mg Capsules,O, 0000.0000,003603,200,Miles-Carpenter x-linked mental retardation syndrome
Apo-Cetirizine,O, 0000.0000,003636,200,Inappropriate ADH Syndrome
Pms-Clomipramine,P, 0000.0000,003550,200,Colitis
Antacid,O, 0000.0000,000000,200,Mesonephroma
Camptosar Injection,P, 0000.0000,004908,200,Meacham Winn Culler syndrome
B50 (Vitamin B Complex),O, 0000.0000,007936,200,"Adenocarcinoma, Clear Cell"
Folic Acid (1mg Tablet),O, 0000.0000,005088,200,Leigh Syndrome Due To Mitochondrial Complex II Deficiency
Intron A 50 Million Unit Vial,P, 0000.0000,007016,200,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2
Dom-Diclofenac,P, 0000.0000,004065,200,"Deafness, Autosomal Dominant 48"
Gardeners Skin Remedy Topical Analgesic Gel,O, 0000.0000,000000,200,"Cystitis, Interstitial"
Combivent Udv,P, 0000.5536,003617,200,"Nephropathy, Progressive Tubulointerstitial, with Cholestatic Liver Disease"
Covera-Hs,P, 0000.5620,004908,200,Hashimoto-Pritzker syndrome
Mylan-Trazodone,P, 0000.0000,013930,200,Contrecoup Injury
Alti-Mexiletine,P, 0000.0000,006172,200,"Glycogen Storage Disease, Type IXD"
Doctor'S Choice Brand For Women (Ii),O, 0000.0000,005912,200,"Digital Arthropathy-Brachydactyly, Familial"
Levobunolol Hydrochloride Ophthalmic Solution,P, 0000.0000,006527,200,"Nystagmus, Congenital"
Skin-Cap 0.2% Cream,O, 0000.0000,000000,200,"DEAFNESS, AUTOSOMAL DOMINANT 50"
C 500mg Ascorbic Acid,O, 0000.0000,007936,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME
Gen-Diltiazem Sr 60mg,P, 0000.0000,004269,200,"Neutropenia, severe chronic"
Gen-Diltiazem Sr 90mg,P, 0000.0000,004269,200,Gout
Gen-Diltiazem Sr 120mg,P, 0000.0000,004269,200,"Epilepsy, Generalized"
Herbon Cough Drops Glacial Mint,O, 0000.0000,007138,200,Bothnia Retinal Dystrophy
Penta-Medroxyprogesterone Tablets,P, 0000.0000,007066,200,Beta-Ureidopropionase Deficiency
Pms-Fenofibrate Micro,P, 0000.0000,003550,200,"ARTHROGRYPOSIS, MENTAL RETARDATION, AND SEIZURES"
Teva-Nortriptyline,P, 0000.0000,014318,200,"Cardiomyopathy, Dilated, 1C"
Nu-Salbutamol 2mg/Ml Soln,P, 0000.0000,004828,200,C1q DEFICIENCY
Avon Roll-On Antiperspirant Deodorant Feelin' Fresh Citrus Cool,O, 0000.0000,003685,200,Alternating hemiplegia of childhood
Sandoz Indomethacin,P, 0000.0000,012027,200,Osteosclerosis
Cold Relief Dm,O, 0000.0000,004412,200,Duodenal Diseases
Ultra Sensitive Face Block Spf 25,O, 0000.0000,000000,200,"Neoplasms, Fibrous Tissue"
Methylprednisolone Sodium Succinate For Injection,P, 0000.0000,014318,200,Gonorrhea
Potassium Magnesium Citrate,O, 0000.0000,005287,200,"Conjunctivitis, Viral"
Sunsmart Eye + Lip Sunscreen Spf 15,O, 0000.0000,004350,200,"Prostate Cancer, Hereditary, 6"
Rhinocort Aqua,P, 0000.0000,000000,200,Neural crest tumor
Ester C Powder,O, 0000.0000,007157,200,Pruritic urticarial papules plaques of pregnancy
Medipro,O, 0000.0000,005287,200,Bronchial Diseases
Multi #2,O, 0000.0000,007977,200,Digestive System Abnormalities
Selenium 200mcg,O, 0000.0000,006492,200,MICROPHTHALMIA/COLOBOMA AND SKELETAL DYSPLASIA SYNDROME
Port A Mins Super Potassium 99,O, 0000.0000,000000,200,"AXENFELD-RIEGER SYNDROME, TYPE 3"
Aricept,P, 0000.8915,004908,200,"Heavy Metal Poisoning, Nervous System"
Glycerin Suppositories (Children),O, 0000.0000,004412,200,Neuropathy ataxia and retinitis pigmentosa
Moclobemide,P, 0000.0000,014412,200,Mastoiditis
Pediafer Solution Usp,O, 0000.0000,012027,200,Retinitis Pigmentosa 29
Maalox H2 Acid Controller,O, 0000.0000,003636,200,"Acrokeratoderma, Hereditary Papulotranslucent"
