drugName,drugPrescStat,price,manufNo,maxDosage,disease,quantity
Periogard,P, 0000.0000,003951,200,Pseudoarthrogryposis,2000
Coated Aspirin - Ect 80mg,O, 0000.0000,000000,200,Hearing Loss  Unilateral,2000
Omni Jr Chewable Tablets,O, 0000.0000,004096,200,Pancreatoblastoma,2000
Discovery Tablets,O, 0000.0000,004215,200,Ectopia Lentis  Spontaneous Filtering Blebs  and Craniofacial Dysmorphism,2000
Evening Primrose Oil - Cap,O, 0000.0000,004992,200,Bluetongue,2000
Probeta - Liq Oph,P, 0000.0000,003574,200,Drachtman Weinblatt Sitarz syndrome,2000
Keri Fast Absorbing - Softly Scented - Lot,O, 0000.0000,003798,200,Pulmonary Eosinophilia,2000
Circuform Formula Vitamin E And Co Q10 Cap,O, 0000.0000,006492,200,Rolandic Epilepsy  Mental Retardation  And Speech Dyspraxia  Autosomal Dominant,2000
Alyssa Ashley Musk Creme Des.A. Bille-20,O, 0000.0000,006787,200,Chromosome 15q26-Qter Deletion Syndrome,2000
Egozinc-Hc,P, 0000.0000,003550,200,Ovarian Cysts,2000
Children'S Sunblock Lot Spf 30,O, 0000.0000,004412,200,Foot Deformities,2000
Mylan-Verapamil Sr,P, 0000.0000,013930,200,Hoyeraal Hreidarsson syndrome,2000
Dobutamine Injection Usp,P, 0000.0000,004908,200,Charcot-Marie-Tooth disease with ptosis and parkinsonism,2000
Apo-Sotalol 80mg Tablets,P, 0000.0000,003636,200,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5,2000
Novo-Ipramide - Liq 0.25mg/Ml,P, 0000.0000,004773,200,Hyaline Membrane Disease,2000
Ketoprofen-Sr - Srt  200mg,P, 0000.0000,004901,200,Romano-Ward Syndrome,2000
Mega Plex Iii - Pck,O, 0000.0000,000000,200,MICROVASCULAR COMPLICATIONS OF DIABETES  SUSCEPTIBILITY TO  3,2000
Sleep-Aid Extra Strength,O, 0000.0000,014318,200,Inflammatory Bowel Disease 8,2000
Iron With Copper Plus Vitamins - Tab,O, 0000.0000,004673,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA,2000
Apo-Buspirone - Tab 10mg,P, 0000.0000,003636,200,Neutropenia  severe chronic,2000
Rho-Fluphenazine Decanoate Inj.Conc-100mg/Ml,P, 0000.0000,005054,200,Ocular Myopathy with Curare Sensitivity,2000
Novo-Veramil Sr,P, 0000.0000,014318,200,Miyoshi myopathy,2000
Nu-Desipramine - Tab  100mg,P, 0000.0000,004828,200,Colonic Pseudo-Obstruction,2000
Apo-Loperamide - Tab 2mg,O, 0000.0000,003636,200,Noonan syndrome 3,2000
Zithromax,P, 0001.3298,004908,200,Maxillary Sinusitis,2000
Pms-Cyclobenzaprine - Tab 10mg,P, 0000.0000,003550,200,Nephropathy  Progressive Tubulointerstitial  with Cholestatic Liver Disease,2000
Gen-Pancuronium 2mg/Ml Vial,P, 0000.0000,004269,200,Pulmonary Eosinophilia,2000
Imitrex Df - Tab 50mg,P, 0007.7058,009985,200,ASTHMA-RELATED TRAITS  SUSCEPTIBILITY TO  4,2000
Imitrex Df - Tab 100mg,P, 0008.4884,009985,200,Pallister Killian syndrome,2000
Imitrex,P, 0071.6580,009985,200,BERNARD-SOULIER SYNDROME  TYPE A2  AUTOSOMAL DOMINANT,2000
Fortaz - Inj 1g/Vial,P, 0020.3580,009985,200,Moyamoya disease 3,2000
Fortaz - Inj 2g/Vial,P, 0040.0680,009985,200,C9 Deficiency,2000
Trandate I.V. 5mg/Ml Vial,P, 0000.0000,000000,200,AMYOTROPHIC LATERAL SCLEROSIS 22 WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA,2000
Ceftin - Tab 250mg,P, 0000.7816,009985,200,Hoyeraal Hreidarsson syndrome,2000
Ceftin - Tab 500mg,P, 0001.5484,009985,200,Potter Type III Polycystic Kidney Disease,2000
Ceftin - Pwr 250mg/Sachet,P, 0000.0000,009985,200,Chromosome 5  monosomy 5q35,2000
Ceftin - Pws 125mg/5ml,P, 0000.0000,009985,200,Bronchomalacia,2000
Cover Girl Clarifying Liq Makeup-Creamy Beig,O, 0000.0000,004911,200,AXENFELD-RIEGER SYNDROME  TYPE 3,2000
B Complex C - Tab,O, 0000.0000,004673,200,Fused Kidney,2000
Vitamin C 1000mg With Non-Med. Bioflavonoids,O, 0000.0000,008228,200,Chromosome 1  monosomy 1q4,2000
Calcium And Magnesium Tablets,O, 0000.0000,008228,200,Chromosome 10  trisomy 10pter p13,2000
Extra Strength Aspirin Backache,O, 0000.0000,005348,200,Feline Infectious Peritonitis,2000
Red Away,O, 0000.0000,000000,200,Nystagmus  Congenital,2000
Eltroxin,P, 0000.0000,017065,200,Addison Disease,2000
Dermovate Cream,P, 0000.2833,011314,200,Foot Deformities,2000
Dermovate Ointment,P, 0000.2833,011314,200,Krabbe Disease  Atypical  due to Saposin A Deficiency,2000
Dermovate Scalp Application,P, 0000.2729,011314,200,Epilepsy  Benign Neonatal,2000
Bio-Perle - Lot Top 0.1%,O, 0000.0000,004007,200,Retinoschisis  Autosomal Dominant,2000
Ventolin Nebules P.F. - 2.5mg/2.5ml,P, 0000.2629,009985,200,LEUKODYSTROPHY AND ACQUIRED MICROCEPHALY WITH OR WITHOUT DYSTONIA,2000
Ventolin Nebules P.F. - 5mg/2.5ml,P, 0000.4992,009985,200,Hypogonadotropic hypogonadism and anosmia  autosomal dominant,2000
Ventolin I.V. Bolus Injection 0.25mg Salbutamol In 5ml (50mcg/Ml,P, 0000.0000,009985,200,Mental Retardation  X-Linked 52,2000
Ventolin I.M. Injection 0.5mg Salbutamol In 1 Ml (500mcg/Ml),P, 0000.0000,009985,200,Bulbo-Spinal Atrophy  X-Linked,2000
Zanteff 300mg Sachet,P, 0000.0000,000000,200,Myoclonic Cerebellar Dyssynergia,2000
Zofran,P, 0003.5338,007277,200,Bladder Exstrophy and Epispadias Complex,2000
Flovent Inhalers - Aem Inh-Orl 125mcg/Aem,P, 0000.0000,009985,200,Bronchial Diseases,2000
Flonase - Aem-Sus Nas  50mcg/Md,P, 0000.0000,009985,200,Distal Osteosclerosis,2000
Beclodisk -  Pwr Inh  100mcg/Blister,P, 0000.0000,000000,200,Hypogonadotropic hypogonadism and anosmia  autosomal dominant,2000
Beclodisk - Pwr Inh 200mcg/Blister,P, 0000.0000,000000,200,OSTEOGENESIS IMPERFECTA  TYPE XI,2000
Revia,P, 0005.2578,014318,200,Hemophagocytic lymphohistiocytosis  familial  2,2000
Decongestant Nasal Mist Long Lasting,O, 0000.0000,006837,200,Kallikrein hypertension,2000
Spectro Eczemacare Medicated Cream,O, 0000.0000,010114,200,Hearing Loss  Bilateral,2000
Rhinedrine Moisturizing Nasal Mist -Liq Nas,O, 0000.0000,004403,200,DEVELOPMENTAL DYSPLASIA OF THE HIP 1,2000
Panoxyl Aquagel 2.5%,O, 0000.0000,009985,200,Duodenal Diseases,2000
Panoxyl Wash 5% - Lot,O, 0000.0000,009985,200,Foot Deformities,2000
Ventodisk 400mcg,P, 0000.0000,009985,200,DIAMOND-BLACKFAN ANEMIA 13,2000
Ceptaz Injection -  Pws Iv  2gm/Vial,P, 0000.0000,009985,200,FEBRILE SEIZURES  FAMILIAL  11,2000
Beclovent Rotacaps  -  Inh 100mcg/Capsule,P, 0000.0000,004253,200,Colonic Pseudo-Obstruction,2000
Beclovent Rotacaps  -  Inh 200mcg/Cap,P, 0000.0000,000000,200,Nystagmus  Congenital,2000
Becloforte Inhaler - Aem Inh 250mcg/Aem,P, 0000.0000,000000,200,Mucocutaneous Lymph Node Syndrome,2000
Sinutab N.T. Extra Strength Caplets,O, 0000.0000,004569,200,Gout,2000
Benylin Dm For Children - Syr 7.5mg/5ml,O, 0000.0000,004569,200,Hashimoto-Pritzker syndrome,2000
Acetylsalicylic Acid A.S.A. Tablets 325mg,O, 0000.0000,005450,200,Potassium Deficiency,2000
Accent Plus Antibacterial Skin Cleanser,O, 0000.0000,000000,200,Diastasis Recti And Weakness Of The Linea Alba,2000
Clindamycin 150 Mg/Ml Vial,P, 0000.0000,004773,200,Reflex  Abnormal,2000
Zinc Oxide Cream - 15%,O, 0000.0000,005215,200,Muscular Dystrophy  Congenital  associated with Calf Hypertrophy  Microcephaly  and Severe Mental Retardation,2000
Hemorrhoidal Ointment,O, 0000.0000,004412,200,HYPERGLYCINURIA,2000
Pcxx Stannous Fluoride In Office Rinse-Liq 1.64%,O, 0000.0000,010137,200,Hypercapnia,2000
Zerit - Cap 20mg,P, 0000.0000,003798,200,Hereditary Diffuse Leukoencephalopathy with Spheroids,2000
Pms-Lithium Carbonate - Cap 150mg,P, 0000.0000,003550,200,MENTAL RETARDATION  AUTOSOMAL DOMINANT 32,2000
Pms-Lithium Carbonate - Cap 300mg,P, 0000.0000,003550,200,Hamano Tsukamoto syndrome,2000
Pms-Lithium Carbonate - Cap 600mg,P, 0000.0000,003550,200,Hyaline Membrane Disease,2000
Trusopt,P, 0003.3156,007054,200,Faciocardiomelic Dysplasia  Lethal,2000
Mylan-Clobetasol Scalp Application,P, 0000.0000,013930,200,Alport syndrome  dominant type,2000
Teva-Ipratropium Sterinebs,P, 0000.0000,014318,200,MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA,2000
Desipramine,P, 0000.0000,014412,200,Mental Retardation  X-Linked 84,2000
Ethynod Diacet-E Estrad Tab,P, 0000.0000,005880,200,Hereditary Diffuse Leukoencephalopathy with Spheroids,2000
Salagen Tablets,P, 0000.0000,004908,200,MANDIBULOFACIAL DYSOSTOSIS WITH ALOPECIA,2000
Apo-Fluoxetine,P, 0000.0000,003636,200,Airway Remodeling,2000
Mandelay - Gel 7.5%,O, 0000.0000,006279,200,Deafness  Sensorineural  with Hypertrophic Cardiomyopathy,2000
Beclovent  -  Aem 50mcg/Aem,P, 0000.6988,000000,200,Miyoshi myopathy,2000
Teva-Fluoxetine,P, 0000.0000,014318,200,Hearing Loss  Unilateral,2000
Nature'S Remedy - Tab,O, 0000.0000,000000,200,Orotic Aciduria II,2000
Ultraclear G.I. - Pwr,O, 0000.0000,006701,200,Distal Osteosclerosis,2000
Dom-Salbutamol Respirator Solution-1mg/Ml,P, 0000.0000,004065,200,Retrognathia,2000
Roferon-A Soln-Liq Im Sc 9million I.U./Ml,P, 0000.0000,004328,200,Posterior column ataxia,2000
Phospholine Iodide - Liq Pws 3mg/5ml,P, 0000.0000,000000,200,Hoyeraal Hreidarsson syndrome,2000
Phospholine Iodide - Pws 6.25mg/5ml,P, 0000.0000,000000,200,Osteolysis  Essential,2000
Phospholine Iodide - Pws 12.5mg/5ml,P, 0000.0000,000000,200,Microcephaly nonsyndromal,2000
Norethindrone-Ethin Estrad,P, 0000.0000,005880,200,ASTHMA-RELATED TRAITS  SUSCEPTIBILITY TO  4,2000
Apo-Lisinopril Tablet 5 Mg,P, 0000.0000,003636,200,Prostate Cancer  Hereditary  6,2000
Apo-Lisinopril Tablet 10 Mg,P, 0000.0000,003636,200,AUTOIMMUNE INTERSTITIAL LUNG  JOINT  AND KIDNEY DISEASE,2000
Apo-Lisinopril Tablet 20 Mg,P, 0000.0000,003636,200,Calabro syndrome,2000
Antacid - Tab,O, 0000.0000,005225,200,Anophthalmia plus syndrome,2000
Pro-Lene Glycol Ointment - 0.05%,P, 0000.0000,004901,200,Gastrointestinal Diseases,2000
Apo-Lisinopril Tablet (Type P) - 40mg,P, 0000.0000,003636,200,Pacman dysplasia,2000
Coenzyme Q10 100mg,O, 0000.0000,006492,200,Krabbe Disease  Atypical  due to Saposin A Deficiency,2000
Novahistine Dm - Liq 7.5mg/5ml,O, 0000.0000,000000,200,CHARCOT-MARIE-TOOTH DISEASE  AXONAL  TYPE 2Z,2000
Novahistex Dm - Liq 15mg/5ml,O, 0000.0000,004657,200,Chromosome 1q  duplication 1q12 q21,2000
Nu-Ketotifen Syrup - 1mg/5ml,P, 0000.0000,004828,200,Pemphigoid Gestationis,2000
Alti-Isotretinoin 10mg Cap,P, 0000.0000,006172,200,Epidermal Cyst,2000
Ratio-Fluvoxamine,P, 0000.0000,014318,200,Hexosaminidase A Deficiency  Adult Type,2000
Balance Ace - Cap,O, 0000.0000,004967,200,Methylenetetrahydrofolate reductase deficiency,2000
Ratio-Terazosin - Tab 1mg,P, 0000.0000,010402,200,Meacham Winn Culler syndrome,2000
Ratio-Terazosin - Tab 2mg,P, 0000.0000,010402,200,Fatigue,2000
Ratio-Terazosin - Tab 5mg,P, 0000.0000,010402,200,Chronic Kidney Disease-Mineral and Bone Disorder,2000
Ratio-Terazosin - Tab 10mg,P, 0000.0000,010402,200,Leukostasis,2000
Med Ranitidine Tablets 150mg,P, 0000.0000,004645,200,Panniculitis,2000
Carter'S Little Pills,O, 0000.0000,003893,200,Pleural Neoplasms,2000
Gen-Cromoglycate Sterinebs - Liq Inh 1%,P, 0000.0000,004269,200,Nablus mask-like facial syndrome,2000
Valtrex,P, 0000.9153,009985,200,Neoplasm Micrometastasis,2000
Heartburn Relief - Tab,O, 0000.0000,005088,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 45,2000
Nix Dermal Cream,O, 0000.0000,010114,200,Hemangiomatosis  Disseminated,2000
Soleil Bronzant - Gel Top,O, 0000.0000,006008,200,Epidermal Cyst,2000
Albert Oxybutynin,P, 0000.1065,009522,200,Foot Deformities,2000
Fluoxetine-20 - Cap,P, 0000.0000,004901,200,Hyperkeratosis  Epidermolytic,2000
Apo-Lovastatin - Tab 20mg,P, 0000.0000,003636,200,Addison Disease,2000
Apo-Lovastatin - Tab 40mg,P, 0000.0000,003636,200,Bulbo-Spinal Atrophy  X-Linked,2000
Zetar Shampoo,O, 0000.0000,007033,200,Nose Deformities  Acquired,2000
Sulfacet-R,P, 0000.0000,011902,200,Krabbe Disease  Atypical  due to Saposin A Deficiency,2000
Bismuth,O, 0000.0000,004412,200,Hyaluronidase Deficiency,2000
Dr. Scholl'S Athlete'S Foot Powder - 1%,O, 0000.0000,007016,200,Leukemia L5178,2000
Lubricating Nasal Gel,O, 0000.0000,003550,200,Heavy Metal Poisoning  Nervous System,2000
Teva-Medroxyprogesterone,P, 0000.0000,014318,200,Meacham Winn Culler syndrome,2000
Clearasil Pads - Liq 2%,O, 0000.0000,004911,200,Gout,2000
Sudafed Decongestant Regular Strength Tablet,O, 0000.0000,005417,200,Pseudotrisomy 13 syndrome,2000
Topicaine - Top Gel 20%,O, 0000.0000,000000,200,Acrofacial dysostosis  Nager type,2000
Loprox Cream,P, 0000.0000,011902,200,Acanthamoeba Keratitis,2000
Altace,P, 0000.1147,011902,200,Mental Retardation And Microcephaly With Pontine And Cerebellar Hypoplasia,2000
Anandron - Tab 100mg,P, 0000.0000,009522,200,Chromosome 5  monosomy 5q35,2000
Topicort,P, 0000.0000,011902,200,Miles-Carpenter x-linked mental retardation syndrome,2000
Topicort Mild,P, 0000.5389,011902,200,Cystitis  Interstitial,2000
Topicort Gel,P, 0000.0000,011902,200,Retinitis Pigmentosa 6,2000
Topicort Ointment,P, 0000.5492,011902,200,Nocardia Infections,2000
Surgam,P, 0000.8145,012538,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 51,2000
Trental,P, 0000.8307,012538,200,Cerebral palsy  spastic  diplegic,2000
Renedil,P, 0000.0000,012538,200,Blue diaper syndrome,2000
Sotalol-160 - Tab 160mg,P, 0000.0000,004901,200,Idiopathic basal ganglia calcification 1,2000
Pravachol - Tab 40mg,P, 0000.6215,003798,200,Aplasia cutis congenita of limbs recessive,2000
Clearasil Clearstick,O, 0000.0000,004911,200,Hypogonadotropic hypogonadism and anosmia  autosomal dominant,2000
E Vitamin 800i.U.(Synthetic Source)-Cap,O, 0000.0000,005215,200,Neural crest tumor,2000
Pms-Ferrous Sulfate Infant Drops,O, 0000.0000,003550,200,Myoclonus  Cerebellar Ataxia  and Deafness,2000
Lactase Enzyme Tablets 3300 Lac Units,O, 0000.0000,004933,200,Inappropriate ADH Syndrome,2000
Panoxyl Wash 10 - Liq Top 10%,P, 0000.0000,005208,200,Craniopharyngioma,2000
Viva Shield - Tab,O, 0000.0000,007014,200,Bluetongue,2000
Multivitamines Et Mineraux Regulier - Tab,O, 0000.0000,005034,200,Dystonia 16,2000
Desipramine-25 - Tab 25mg,P, 0000.0000,004901,200,LUNG DISEASE  IMMUNODEFICIENCY  AND CHROMOSOME BREAKAGE SYNDROME,2000
Froben,P, 0000.0000,003525,200,AXENFELD-RIEGER SYNDROME  TYPE 3,2000
Froben Sr,P, 0000.0000,003525,200,OPTIC ATROPHY 2,2000
Gen-Dobutamine 12.5mg/Ml Vl,P, 0000.0000,004269,200,Nidovirales Infections,2000
Fluoxetine 10mg Capsule,P, 0000.0000,004917,200,Anophthalmia plus syndrome,2000
Pro-Lecarb 25-250 Mg Tablet,P, 0000.0000,004901,200,Adrenoleukodystrophy,2000
Pms-Oxybutynin,P, 0000.0000,003550,200,Agenesis of Corpus Callosum,2000
Apo-Nortriptyline - Cap 10mg,P, 0000.0000,003636,200,MYOPIA 19  AUTOSOMAL DOMINANT,2000
Reactine,O, 0000.0000,004569,200,COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 21,2000
Pms-Metformin - Tab 500mg,P, 0000.0000,003550,200,Cerebral Small Vessel Diseases,2000
Nu-Indapamide - Tab 2.5mg,P, 0000.0000,004828,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  24,2000
Zithromax - Pws Orl 100mg/5ml,P, 0000.4024,004908,200,Feline Infectious Peritonitis,2000
Norprolac,P, 0000.0000,004174,200,BERNARD-SOULIER SYNDROME  TYPE A2  AUTOSOMAL DOMINANT,2000
Sore Throat Lozenges Menthol Flavour,O, 0000.0000,005215,200,Charcot-Marie-Tooth disease  Type 2B2,2000
Instant Skin Sanitizer,O, 0000.0000,007027,200,Adrenal Hyperplasia  Congenital,2000
Panto-Byk,P, 0000.3918,013260,200,Kallikrein hypertension,2000
Diabeta,P, 0000.0347,012538,200,Aplasia of Lacrimal and Salivary Glands,2000
Lasix,P, 0000.0403,012538,200,Nablus mask-like facial syndrome,2000
Lasix - Tab 80mg,P, 0000.0000,009522,200,Diaphragm  Complete Agenesis Of,2000
Lasix Injection 10mg/Ml - Im Iv,P, 0000.9342,003727,200,Posterior column ataxia,2000
Lasix 10mg/Ml Ampoule,P, 0000.9342,003727,200,Discrete Subaortic Stenosis,2000
Lasix Special,P, 0000.0000,012538,200,Colonic Pseudo-Obstruction,2000
Rythmodan,P, 0000.0000,012538,200,MENTAL RETARDATION  AUTOSOMAL RECESSIVE 51,2000
Rythmodan-La,P, 0000.0000,012538,200,Hypovolemia,2000
Sofratulle 1% Dressing,P, 0000.0000,000000,200,Panniculitis,2000
Soframycin Nasal Spray,P, 0000.0000,009484,200,Aase Smith syndrome 2,2000
Soframycin Skin Ointment,P, 0000.0000,009484,200,High serum cholesterol  familial,2000
Soframycin Eye Drops 0.5%,P, 0000.0000,009484,200,Double Nail for Fifth Toe,2000
Dairy Free Extra Strength Tablet,O, 0000.0000,008892,200,Immersion Foot,2000
Claforan - Pws Inj 500mg/Vial,P, 0000.0000,012538,200,PROTHROMBIN DEFICIENCY  CONGENITAL,2000
Claforan - Pws Inj 1.0g/Vial,P, 0008.9964,012538,200,Mental Retardation  X-Linked 52,2000
Claforan - Pws Inj 2.0g/Vial,P, 0018.0203,012538,200,Pleural Neoplasms,2000
Cidomycin Inj 10mg/Ml,P, 0000.0000,003727,200,Diabetes Mellitus  Insulin-Dependent  22,2000
Phl-Fluoxetine - Solution 20mg/5ml,P, 0000.0000,004917,200,Esophageal and Gastric Varices,2000
Redux - Cap 15mg,P, 0000.0000,005096,200,Chronic Kidney Disease-Mineral and Bone Disorder,2000
Herbal Decongestant Expectorant - Cap,O, 0000.0000,000000,200,Retinoschisis  Autosomal Dominant,2000
Propranolol Hydrochloride Injection Usp,P, 0000.0000,012027,200,Glut1 Deficiency Syndrome,2000
Zoladex La,P, 0000.0000,017360,200,Fatigue,2000
Apo-Fenofibrate,P, 0000.0000,003636,200,Hoyeraal Hreidarsson syndrome,2000
Myoflex Extra Strength - Crm 15%,O, 0000.0000,010774,200,Esophageal Spasm  Diffuse,2000
Ex-Lax Sugar Coated Pills,O, 0000.0000,007366,200,Prodromal Symptoms,2000
Chewable Vitamin C 500mg With Orange Juice,O, 0000.0000,008541,200,Orotic Aciduria II,2000
Ratio-Proctosone,P, 0000.0000,014318,200,Chromosome 1  monosomy 1q4,2000
Neo-Life Vita-Gard Children Chewable Tablets,O, 0000.0000,006349,200,Hyperinsulinemic hypoglycemia  familial  3,2000
Glyburide 5mg Tablet,P, 0000.0000,004901,200,MACULAR DEGENERATION  X-LINKED ATROPHIC,2000
Metrocream - Crm 0.75%,P, 0000.0000,004225,200,Duodenal Diseases,2000
Acetaminophene - Liq 160 Mg/5 Ml,O, 0000.0000,005034,200,Methylenetetrahydrofolate reductase deficiency,2000
Acetaminophene - Liq 80 Mg/Ml,O, 0000.0000,005034,200,Niemann-Pick Disease  Type B,2000
Ampicillin For Injection,P, 0000.0000,016555,200,Myoclonic Cerebellar Dyssynergia,2000
Diacomp - Cap,O, 0000.0000,005912,200,Chromosome 8 ring,2000
Mintacin- Ecc 25mg,O, 0000.0000,005912,200,Deafness  Autosomal Dominant 13,2000
Propa Ph Astringent Cleanser Normal/Sensitiv,O, 0000.0000,004066,200,Loose Anagen Hair Syndrome,2000
Megalone 400mg Tablet,P, 0000.0000,004328,200,Acute Disease,2000
Mylan-Cimetidine,P, 0000.0000,013930,200,Onychogryposis  Pedal  with Keratosis Plantaris and Coarse Hair,2000
Baby'S Own Gripe Water - Liq,O, 0000.0000,000000,200,Neural crest tumor,2000
Baby'S Own Infant Drops - 40mg/0.6ml,O, 0000.0000,000000,200,Rozin Hertz Goodman syndrome,2000
Chewable Vitamin C 250mg With Orange Juice,O, 0000.0000,008541,200,Choroid plexus calcification with mental retardation,2000
Artificial Tears,O, 0000.0000,010139,200,Microphthalmia associated with colobomatous cyst,2000
Artificial Tears Plus,O, 0000.0000,010139,200,Hereditary vertical nystagmus,2000
Timed Release Women'S Ultra Mega - Tab,O, 0000.0000,006492,200,Feline Infectious Peritonitis,2000
Elimination De La Bile - 150mg Cap,O, 0000.0000,004475,200,Hypercapnia,2000
Facilite Le Sommeil - Cap 270mg,O, 0000.0000,004475,200,Retrognathia,2000
Nu-Diclo Sr - Srt 100mg,P, 0000.0000,004828,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  38,2000
Nu-Loperamide 2mg Tablet,O, 0000.0000,004828,200,Retinoschisis  Autosomal Dominant,2000
Pms-Loperamide - Caplet 2mg,O, 0000.0000,003550,200,ARTHROGRYPOSIS  MENTAL RETARDATION  AND SEIZURES,2000
Antiseptic Throat Lozenges (With Hexylresorcinol),O, 0000.0000,005215,200,Potter Type III Polycystic Kidney Disease,2000
Women'S Laxative,O, 0000.0000,004412,200,Prodromal Symptoms,2000
Trimazepam 6mg Tablet,P, 0000.0000,005266,200,LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 2,2000
Migranal Nasal Spray 4mg/Ml,P, 0000.0000,008892,200,EPILEPTIC ENCEPHALOPATHY  EARLY INFANTILE  24,2000
Cyclen 21 Tablet,P, 0000.0000,000000,200,Alagille Syndrome,2000
Pulmicort Nebuamp 0.125 Mg/Ml,P, 0000.0000,009307,200,Ependymoma,2000
Famvir Tablets 125mg,P, 0001.5055,007277,200,Retinitis Pigmentosa 29,2000
Famvir Tablets 250mg,P, 0002.0232,007277,200,Cataract congenital Volkmann type,2000
Crixivan,P, 0000.0000,012250,200,Otorhinolaryngologic Diseases,2000
Zyprexa,P, 0000.3444,007005,200,Hyperinsulinemic hypoglycemia  familial  3,2000
Entocort,P, 0000.0000,017099,200,Chromosome 1q  duplication 1q12 q21,2000
Pdp-Desonide,P, 0000.0000,011656,200,CARDIOMYOPATHY  DILATED  1KK,2000
Regular Strength Sinus Medication,O, 0000.0000,000000,200,Acute Pain,2000
Women'S Change Formula,O, 0000.0000,006492,200,Frias syndrome,2000
Pilocarpine Hydrochloride Ophthalmic Solution 2% Usp,P, 0000.0000,003633,200,Maxillary Sinusitis,2000
Tria-Diltiazem 30mg Tablet,P, 0000.0000,005266,200,Rolandic Epilepsy  Mental Retardation  And Speech Dyspraxia  Autosomal Dominant,2000
Nimbex 10mg/Ml,P, 0000.0000,003525,200,Glycogen Storage Disease Type III,2000
Alti-Cpa,P, 0000.0000,006172,200,Cardiomyopathy  Familial Hypertrophic  10,2000
Mefenamic,P, 0000.0000,014412,200,Pectus Excavatum  Macrocephaly  Short Stature  Dysplastic Nails,2000
Pantoloc,P, 0000.3918,014108,200,MICROCEPHALY  POSTNATAL PROGRESSIVE  WITH SEIZURES AND BRAIN ATROPHY,2000
Chewable Vitamin C 500mg 5 Fruit,O, 0000.0000,008541,200,Rectocele,2000
Presun Ultra 30 Cream,O, 0000.0000,005442,200,Greig cephalopolysyndactyly syndrome,2000
Allergy Formula,O, 0000.0000,008541,200,Krabbe Disease  Atypical  due to Saposin A Deficiency,2000
Vitamin E 800 Iu Natural Source,O, 0000.0000,004967,200,Nystagmus  Congenital,2000
Glycon,P, 0000.0000,011902,200,Chromosome 5  monosomy 5q35,2000
Optrex Sterile Eye Wash,O, 0000.0000,005010,200,Ephemeral Fever,2000
Apo-Ciproflox,P, 0000.0000,003636,200,AXENFELD-RIEGER SYNDROME  TYPE 3,2000
Apo-Norflox - 400mg,P, 0000.0000,003636,200,Laryngeal Edema,2000
Apo-Diltiaz Cd - Cap 300mg,P, 0000.0000,003636,200,Griscelli syndrome type 3,2000
Optibolic Water Pill,O, 0000.0000,006492,200,Nystagmus  Congenital,2000
Complete Multi-Pre And Post Natal Tablets,O, 0000.0000,011498,200,Encephalitis  Tick-Borne,2000
Triamcinolone Acetonide Injectable Suspension Usp,P, 0000.0000,012027,200,Chromosome 2  monosomy 2pter p24,2000
Novo-Ridazine (Thioridazine Oral Suspension) - 2 Mg/Ml,P, 0000.0000,004773,200,ASTHMA-RELATED TRAITS  SUSCEPTIBILITY TO  4,2000
Tria-Captopril 25mg Tablet,P, 0000.0000,005266,200,Cardiomyopathy  Familial Hypertrophic  10,2000
Nu-Mefenamic 250 Mg,P, 0000.0000,004828,200,Acrokeratoderma  Hereditary Papulotranslucent,2000
Artificial Tears For Dry Eyes,O, 0000.0000,011656,200,Hexosaminidase A Deficiency  Adult Type,2000
Penta-Amoxicillin - 250mg/5ml,P, 0000.0000,007066,200,Ependymoma,2000
Penta-Clomipramine - 25mg,P, 0000.0000,007066,200,Neural crest tumor,2000
Penta-Glyburide - 2.5mg,P, 0000.0000,007066,200,Atelosteogenesis type 2,2000
Pen-Vee Suspension 180 Mg,P, 0000.0000,011656,200,Nidovirales Infections,2000
Hemarexin,O, 0000.0000,012027,200,NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5,2000
Pms-Valproic Acid E.C.,P, 0000.0000,003550,200,Alternating hemiplegia of childhood,2000
Nubody,O, 0000.0000,011592,200,Nephroma  Mesoblastic,2000
High Potency Vitamin + Mineral Pack,O, 0000.0000,004517,200,Pseudoarthrogryposis,2000
After Bite,O, 0000.0000,005251,200,MICROCEPHALY  POSTNATAL PROGRESSIVE  WITH SEIZURES AND BRAIN ATROPHY,2000
Pepto-Bismol Extra,O, 0000.0000,004911,200,Hemolytic Anemia with Thermal Sensitivity of Red Cells,2000
Acetaminophene 80mg Comprimes A Croquer,O, 0000.0000,005266,200,Equine Infectious Anemia,2000
Coppertone Mist Spf 4,O, 0000.0000,007016,200,Purpura  Thrombocytopenic,2000
