Blue diaper syndrome,MESH:C536239,,,MESH:D000592|MESH:D005124|MESH:D006934|MESH:D007674,C11.250/C536239|C12.777.419/C536239|C13.351.968.419/C536239|C16.131.384/C536239|C16.320.565.100/C536239|C18.452.174.451/C536239|C18.452.648.100/C536239|C18.452.950.340/C536239,C11.250|C12.777.419|C13.351.968.419|C16.131.384|C16.320.565.100|C18.452.174.451|C18.452.648.100|C18.452.950.340,"Hypercalcemia, familial, with nephrocalcinosis and indicanuria",Congenital abnormality|Eye disease|Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)
Heart Aneurysm,MESH:D006322,DO:DOID:9768,"A localized bulging or dilatation in the muscle wall of a heart (MYOCARDIUM), usually in the LEFT VENTRICLE. Blood-filled aneurysms are dangerous because they may burst. Fibrous aneurysms interfere with the heart function through the loss of contractility. True aneurysm is bound by the vessel wall or cardiac wall. False aneurysms are HEMATOMA caused by myocardial rupture.",MESH:D000783|MESH:D006331,C14.280.358|C14.907.055.608,C14.280|C14.907.055,"Aneurysm, Cardiac|Aneurysm, Heart|Aneurysms, Cardiac|Aneurysms, Heart|Cardiac Aneurysm|Cardiac Aneurysms|Heart Aneurysms",Cardiovascular disease
Otosclerosis 7,MESH:C566913,OMIM:611572,,MESH:D010040,C09.218.768/C566913,C09.218.768,OTSC7,Ear-nose-throat disease
"Deafness, Autosomal Dominant 13",MESH:C566612,OMIM:601868,,MESH:D006319,C09.218.458.341.887/C566612|C10.597.751.418.341.887/C566612|C23.888.592.763.393.341.887/C566612,C09.218.458.341.887|C10.597.751.418.341.887|C23.888.592.763.393.341.887,DFNA13,Ear-nose-throat disease|Nervous system disease|Signs and symptoms
Pseudoarthrogryposis,MESH:C566753,,,MESH:D000844|MESH:D009139,C05.550.069/C566753|C05.660/C566753|C16.131.621/C566753,C05.550.069|C05.660|C16.131.621,Ankylosis at Elbow and Knee|Hereditary Congenital Rigidity of Elbows and Knees,Congenital abnormality|Musculoskeletal disease
Mandibular Injuries,MESH:D008338,,Injuries to the lower jaw bone.,MESH:D008446,C10.900.300.284.500.500|C26.915.300.425.500.500,C10.900.300.284.500|C26.915.300.425.500,"Injuries, Mandibular|Injury, Mandibular|Mandibular Injury",Nervous system disease|Wounds and injuries
"BERNARD-SOULIER SYNDROME, TYPE A2, AUTOSOMAL DOMINANT",OMIM:153670,DO:DOID:0111059,,MESH:D001606,C15.378.100.100.080/153670|C15.378.140.120/153670|C15.378.463.080/153670|C16.320.099.080/153670,C15.378.100.100.080|C15.378.140.120|C15.378.463.080|C16.320.099.080,BSSA2,Blood disease|Genetic disease (inborn)
"Esophageal Spasm, Diffuse",MESH:D015155,,A hypermotility disorder of the ESOPHAGUS that is characterized by spastic non-peristaltic responses to SWALLOWING; CHEST PAIN; and DYSPHAGIA.,MESH:D015154,C06.405.117.119.500.450,C06.405.117.119.500,"Diffuse Esophageal Spasm|Diffuse Esophageal Spasms|Esophageal Spasm|Esophageal Spasms|Esophageal Spasms, Diffuse|Spasm, Diffuse Esophageal|Spasm, Esophageal|Spasms, Diffuse Esophageal|Spasms, Esophageal",Digestive system disease
Brugada Syndrome 8,MESH:C567732,OMIM:613123,,MESH:D053840,C14.280.067.322/C567732|C14.280.123.250/C567732|C16.320.100/C567732,C14.280.067.322|C14.280.123.250|C16.320.100,BRGDA8,Cardiovascular disease|Genetic disease (inborn)
Pleural Neoplasms,MESH:D010997,DO:DOID:5158,Neoplasms of the thin serous membrane that envelopes the lungs and lines the thoracic cavity. Pleural neoplasms are exceedingly rare and are usually not diagnosed until they are advanced because in the early stages they produce no symptoms.,MESH:D010995|MESH:D012142,C04.588.894.797.640|C08.528.694|C08.785.640,C04.588.894.797|C08.528|C08.785,"Neoplasm, Pleural|Neoplasms, Pleural|Pleural Neoplasm",Cancer|Respiratory tract disease
"Congenital Lipomatous Overgrowth, Vascular Malformations, and Epidermal Nevi",MESH:C567863,OMIM:612918,,MESH:D008067|MESH:D009139|MESH:D009506|MESH:D054079,C04.557.450.550.400/C567863|C04.557.665.560/C567863|C05.660/C567863|C14.240.850/C567863|C16.131.240.850/C567863|C16.131.621/C567863,C04.557.450.550.400|C04.557.665.560|C05.660|C14.240.850|C16.131.240.850|C16.131.621,"Cloves Syndrome|Clove Syndrome|Congenital Lipomatous Overgrowth, Vascular Malformations, Epidermal Nevi, and Skeletal-Spinal Abnormalities|CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, EPIDERMAL NEVI, AND SKELETAL/SPINAL ABNORMALITIES",Cancer|Cardiovascular disease|Congenital abnormality|Musculoskeletal disease
"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Iy",OMIM:300934,DO:DOID:0050570,,MESH:D018981,C16.320.565.202.125/300934|C18.452.648.202.125/300934,C16.320.565.202.125|C18.452.648.202.125,CDG1Y|CDGIy|CDG IY,Genetic disease (inborn)|Metabolic disease
Equine Infectious Anemia,MESH:D004859,,"Viral disease of horses caused by the equine infectious anemia virus (EIAV; INFECTIOUS ANEMIA VIRUS, EQUINE). It is characterized by intermittent fever, weakness, and anemia. Chronic infection consists of acute episodes with remissions.",MESH:D006734|MESH:D012897|MESH:D016180,C02.782.815.616.300|C02.839.375|C22.488.304,C02.782.815.616|C02.839|C22.488,"Anemia, Equine Infectious|Anemias, Equine Infectious|Equine Infectious Anemias|Fevers, Swamp|Fever, Swamp|Infectious Anemia, Equine|Infectious Anemias, Equine|Swamp Fever|Swamp Fevers",Animal disease|Viral disease
"BLEEDING DISORDER, PLATELET-TYPE, 15",OMIM:615193,DO:DOID:0111053,,MESH:D013921,C15.378.140.855/615193,C15.378.140.855,"BDPLT15|MACROTHROMBOCYTOPENIA, AUTOSOMAL DOMINANT, ACTN1-RELATED",Blood disease
Oculoauriculofrontonasal syndrome,MESH:C537865,,,MESH:D005124|MESH:D015619|MESH:D019465,C05.660.207/C537865|C08.695/C537865|C11.250/C537865|C16.131.384/C537865|C16.131.621.207/C537865|C16.131.740/C537865,C05.660.207|C08.695|C11.250|C16.131.384|C16.131.621.207|C16.131.740,Oculoauriculofrontonasal dysplasia,Congenital abnormality|Eye disease|Musculoskeletal disease|Respiratory tract disease
Psoriasis,MESH:D011565,DO:DOID:4398|DO:DOID:8893|OMIM:177900|OMIM:601454|OMIM:602723|OMIM:603935|OMIM:604316|OMIM:605364|OMIM:605606|OMIM:607857|OMIM:610707|OMIM:612410|OMIM:612599|OMIM:612950|OMIM:614070|OMIM:614204|OMIM:616106,"A common genetically determined, chronic, inflammatory skin disease characterized by rounded erythematous, dry, scaling patches. The lesions have a predilection for nails, scalp, genitalia, extensor surfaces, and the lumbosacral region. Accelerated epidermopoiesis is considered to be the fundamental pathologic feature in psoriasis.",MESH:D017444,C17.800.859.675,C17.800.859,"ACRODERMATITIS CONTINUA OF HALLOPEAU|DITRA|GENERALIZED PUSTULAR PSORIASIS|GPP|INTERLEUKIN 36 RECEPTOR ANTAGONIST DEFICIENCY|Palmoplantaris Pustulosis|PALMOPLANTAR PUSTULOSIS|Psoriases|PSORIASIS 10, SUSCEPTIBILITY TO|PSORIASIS 11, SUSCEPTIBILITY TO|PSORIASIS 12, SUSCEPTIBILITY TO|PSORIASIS 13, SUSCEPTIBILITY TO|PSORIASIS 14, PUSTULAR|PSORIASIS 15, PUSTULAR, SUSCEPTIBILITY TO|PSORIASIS 1, SUSCEPTIBILITY TO|PSORIASIS 2|PSORIASIS 3, SUSCEPTIBILITY TO|PSORIASIS 4, SUSCEPTIBILITY TO|PSORIASIS 5, SUSCEPTIBILITY TO|PSORIASIS 6, SUSCEPTIBILITY TO|PSORIASIS 7, SUSCEPTIBILITY TO|PSORIASIS 8, SUSCEPTIBILITY TO|PSORIASIS 9, SUSCEPTIBILITY TO|PSORP|PSORS1|PSORS10|PSORS11|PSORS12|PSORS13|PSORS14|PSORS15|PSORS2|PSORS3|PSORS4|PSORS5|PSORS6|PSORS7|PSORS8|PSORS9|Pustular Psoriasis of Palms and Soles|Pustulosis of Palms and Soles|Pustulosis Palmaris et Plantaris",Skin disease
"DEAFNESS, AUTOSOMAL DOMINANT 50",OMIM:613074,DO:DOID:0110576,,MESH:D003638,C09.218.458.341.186/613074|C10.597.751.418.341.186/613074|C23.888.592.763.393.341.186/613074,C09.218.458.341.186|C10.597.751.418.341.186|C23.888.592.763.393.341.186,DFNA50,Ear-nose-throat disease|Nervous system disease|Signs and symptoms
Immune System Diseases,MESH:D007154,,"Disorders caused by abnormal or absent immunologic mechanisms, whether humoral, cell-mediated, or both.",MESH:C,C20,C,"Disease, Immune|Disease, Immune System|Disease, Immunologic|Disease, Immunological|Diseases, Immune|Diseases, Immune System|Diseases, Immunologic|Diseases, Immunological|Diseases of Immune System|Disorder, Immune|Disorders, Immune|Immune Disease|Immune Diseases|Immune Disorder|Immune Disorders|Immune System Disease|Immunological Disease|Immunological Diseases|Immunologic Disease|Immunologic Diseases",Immune system disease
"LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME",OMIM:617241,,,MESH:D007153|MESH:D008171|MESH:D019457,C08.381/617241|C20.673/617241|C23.550.210.170/617241,C08.381|C20.673|C23.550.210.170,LICS,Immune system disease|Pathology (process)|Respiratory tract disease
Absent radii and thrombocytopenia,MESH:C536940,DO:DOID:14699|OMIM:274000,,MESH:D013921|MESH:D038062,C05.660.585.988/C536940|C15.378.140.855/C536940|C16.131.621.585.988/C536940,C05.660.585.988|C15.378.140.855|C16.131.621.585.988,"Chromosome 1q21.1 Deletion Syndrome, 200-Kb|Radial Aplasia-Amegakaryocytic Thrombocytopenia|Radial Aplasia-Thrombocytopenia Syndrome|TAR|TAR Syndrome|Thrombocytopenia Absent Radii|Thrombocytopenia absent radius syndrome|Thrombocytopenia-Absent Radius Syndrome",Blood disease|Congenital abnormality|Musculoskeletal disease
Laryngeal Edema,MESH:D007819,,"Abnormal accumulation of fluid in tissues of any part of the LARYNX, commonly associated with laryngeal injuries and allergic reactions.",MESH:D007818,C08.360.313|C09.400.313,C08.360|C09.400,"Edema, Laryngeal|Edemas, Laryngeal|Laryngeal Edemas",Ear-nose-throat disease|Respiratory tract disease
Granddad Syndrome,MESH:C564211,,,MESH:D005317|MESH:D019066,C13.703.277.370/C564211|C16.300.390/C564211|C23.550.291.812/C564211|C23.550.393.450/C564211,C13.703.277.370|C16.300.390|C23.550.291.812|C23.550.393.450,"Growth Retardation, Aged Facies, Normal Development, Decreased Subcutaneous Fat, Autosomal Dominant Inheritance",Fetal disease|Pathology (process)|Pregnancy complication
PREIMPLANTATION EMBRYONIC LETHALITY 1,OMIM:616814,,,MESH:D007247|MESH:D020964,C13.351.500.365.700/616814|C13.703.039.711/616814|C23.550.260.440/616814,C13.351.500.365.700|C13.703.039.711|C23.550.260.440,PREMBL|PREMBL1,Pathology (process)|Pregnancy complication|Urogenital disease (female)
Orotic Aciduria II,MESH:C562589,,,MESH:D011686,C16.320.565.798/C562589|C18.452.648.798/C562589,C16.320.565.798|C18.452.648.798,OMP Decarboxylase Deficiency|Orotidylic Decarboxylase Deficiency,Genetic disease (inborn)|Metabolic disease
"Dyskeratosis Congenita, Autosomal Recessive",MESH:C565611,OMIM:224230,,MESH:D019871,C16.131.831.150/C565611|C16.320.322.108/C565611|C16.320.850.235/C565611|C17.800.804.150/C565611|C17.800.827.235/C565611,C16.131.831.150|C16.320.322.108|C16.320.850.235|C17.800.804.150|C17.800.827.235,"DKCB1|DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 1",Congenital abnormality|Genetic disease (inborn)|Skin disease
"Mental Retardation, X-Linked 84",MESH:C564501,OMIM:300505,,MESH:D038901,C10.597.606.643.455/C564501|C16.320.322.500/C564501|C16.320.400.525/C564501,C10.597.606.643.455|C16.320.322.500|C16.320.400.525,MRX84,Genetic disease (inborn)|Nervous system disease
Retinitis Pigmentosa 6,MESH:C564065,OMIM:312612,,MESH:D012174|MESH:D040181,C11.270.684/C564065|C11.768.585.658.500/C564065|C16.320.290.684/C564065|C16.320.322/C564065,C11.270.684|C11.768.585.658.500|C16.320.290.684|C16.320.322,"Retinitis Pigmentosa, X-Linked Recessive, 6|RP6",Eye disease|Genetic disease (inborn)
Pseudoaminopterin syndrome,MESH:C535823,,,MESH:D000015|MESH:D008607|MESH:D019465,C05.660.207/C535823|C10.597.606.643/C535823|C16.131.077/C535823|C16.131.621.207/C535823|C23.888.592.604.646/C535823|F03.625.539/C535823,C05.660.207|C10.597.606.643|C16.131.077|C16.131.621.207|C23.888.592.604.646|F03.625.539,Aminopterin syndrome sine aminopterin,Congenital abnormality|Mental disorder|Musculoskeletal disease|Nervous system disease|Signs and symptoms
Marfan Syndrome type 2,MESH:C535911,,,MESH:D008382,C05.116.099.674/C535911|C14.240.400.725/C535911|C14.280.400.725/C535911|C16.131.077.550/C535911|C16.131.240.400.720/C535911|C16.320.540/C535911|C17.300.500/C535911,C05.116.099.674|C14.240.400.725|C14.280.400.725|C16.131.077.550|C16.131.240.400.720|C16.320.540|C17.300.500,Marfan like connective tissue disorder,Cardiovascular disease|Congenital abnormality|Connective tissue disease|Genetic disease (inborn)|Musculoskeletal disease
"Hemophagocytic lymphohistiocytosis, familial, 2",MESH:C537250,OMIM:603553,,MESH:D051359,C15.604.250.410.575/C537250,C15.604.250.410.575,FHL2|HLH2|HPLH2,Lymphatic disease
Neoplasm Micrometastasis,MESH:D061206,,Newly arising secondary tumors so small they are difficult to detect by physical examination or routine imaging techniques.,MESH:D009362,C04.697.650.695|C23.550.727.650.695,C04.697.650|C23.550.727.650,"Micrometastase, Neoplasm|Micrometastases|Micrometastases, Neoplasm|Micrometastasis|Micrometastasis, Neoplasm|Neoplasm Micrometastase|Neoplasm Micrometastases",Cancer|Pathology (process)
"Ectopia Lentis, Spontaneous Filtering Blebs, and Craniofacial Dysmorphism",MESH:C563293,OMIM:601552,,MESH:D004479|MESH:D019465,C05.660.207/C563293|C11.250.300/C563293|C11.510.598.373/C563293|C16.131.384.405/C563293|C16.131.621.207/C563293,C05.660.207|C11.250.300|C11.510.598.373|C16.131.384.405|C16.131.621.207,"ECTOPIA LENTIS, SPONTANEOUS FILTERING BLEBS, AND CRANIOFACIAL DYSMORPHISM|FACIAL DYSMORPHISM, LENS DISLOCATION, ANTERIOR SEGMENT ABNORMALITIES, AND SPONTANEOUS FILTERING BLEBS|FDLAB|TRABOULSI SYNDROME",Congenital abnormality|Eye disease|Musculoskeletal disease
"MYOPIA 19, AUTOSOMAL DOMINANT",OMIM:613969,DO:DOID:11830,,MESH:D009216,C11.744.636/613969,C11.744.636,MYP19,Eye disease
"Epilepsy, Generalized",MESH:D004829,DO:DOID:1827,"Recurrent conditions characterized by epileptic seizures which arise diffusely and simultaneously from both hemispheres of the brain. Classification is generally based upon motor manifestations of the seizure (e.g., convulsive, nonconvulsive, akinetic, atonic, etc.) or etiology (e.g., idiopathic, cryptogenic, and symptomatic). (From Mayo Clin Proc, 1996 Apr;71(4):405-14)",MESH:D004827,C10.228.140.490.375,C10.228.140.490,"Akinetic Epilepsies|Akinetic Epilepsy|Atonic Epilepsies|Atonic Epilepsy|Convulsive Epilepsies, Generalized|Convulsive Epilepsy, Generalized|Convulsive Generalized Seizure Disorder|Convulsive Seizure Disorder, Generalized|Epilepsies, Akinetic|Epilepsies, Atonic|Epilepsies, Generalized|Epilepsies, Generalized Convulsive|Epilepsies, Tonic|Epilepsy, Akinetic|Epilepsy, Atonic|Epilepsy, Generalized Convulsive|Epilepsy, Generalized Nonconvulsive|Epilepsy, Symptomatic Generalized|Epilepsy, Tonic|Generalized Convulsive Epilepsies|Generalized Convulsive Epilepsy|Generalized Epilepsies|Generalized Epilepsy|Generalized Epilepsy, Symptomatic|Generalized Nonconvulsive Epilepsy|Generalized Nonconvulsive Seizure Disorder|Generalized Onset Seizure Disorder|Generalized Seizure Disorder|Generalized Seizure Disorder, Convulsive|Generalized Seizure Disorder, Nonconvulsive|Generalized Seizure Disorders|Nonconvulsive Epilepsy, Generalized|Nonconvulsive Generalized Seizure Disorder|Nonconvulsive Seizure Disorder, Generalized|Seizure Disorder, Convulsive, Generalized|Seizure Disorder, Generalized|Seizure Disorder, Generalized, Convulsive|Seizure Disorder, Generalized Nonconvulsive|Seizure Disorder, Generalized Onset|Seizure Disorder, Nonconvulsive Generalized|Seizure Disorders, Generalized|Symptomatic Generalized Epilepsy|Tonic Epilepsies|Tonic Epilepsy",Nervous system disease
Ectoparasitic Infestations,MESH:D004478,DO:DOID:4110,"Infestations by PARASITES which live on, or burrow into, the surface of their host's EPIDERMIS. Most ectoparasites are ARTHROPODS.",MESH:D012876,C03.858.211,C03.858,"Ectoparasitic Infestation|Infestation, Ectoparasitic|Infestations, Ectoparasitic",Parasitic disease
"Dysfibrinogenemia, Congenital",MESH:C562727,OMIM:616004,,MESH:D000347,C15.378.100.100.056/C562727|C15.378.100.141.072/C562727|C15.378.463.067/C562727|C16.320.099.056/C562727,C15.378.100.100.056|C15.378.100.141.072|C15.378.463.067|C16.320.099.056,"HYPODYSFIBRINOGENEMIA, CONGENITAL, INCLUDED",Blood disease|Genetic disease (inborn)
"Niemann-Pick Disease, Type B",MESH:D052537,OMIM:607616,"An allelic disorder of TYPE A NIEMANN-PICK DISEASE, a late-onset form. It is also caused by mutation in SPHINGOMYELIN PHOSPHODIESTERASE but clinical signs involve only visceral organs (non-neuropathic type).",MESH:D009542,C10.228.140.163.100.435.825.700.750|C15.604.250.410.625.750|C16.320.565.189.435.825.700.750|C16.320.565.398.641.803.730.750|C16.320.565.595.554.825.700.750|C18.452.132.100.435.825.700.750|C18.452.584.687.803.730.750|C18.452.648.189.435.825.700.750|C18.452.648.398.641.803.730.750|C18.452.648.595.554.825.700.750,C10.228.140.163.100.435.825.700|C15.604.250.410.625|C16.320.565.189.435.825.700|C16.320.565.398.641.803.730|C16.320.565.595.554.825.700|C18.452.132.100.435.825.700|C18.452.584.687.803.730|C18.452.648.189.435.825.700|C18.452.648.398.641.803.730|C18.452.648.595.554.825.700,"Niemann Pick Disease, Adult Non Neuronopathic|Niemann-Pick Disease, Adult Non-Neuronopathic|NIEMANN-PICK DISEASE, INTERMEDIATE, WITH VISCERAL INVOLVEMENT AND RAPID PROGRESSION, INCLUDED|Niemann Pick Disease, Non Neuronopathic Type|Niemann-Pick Disease, Non-Neuronopathic Type|Niemann Pick Disease, Type B|Niemann Pick Disease, Type E|Niemann-Pick Disease, Type E|NIEMANN-PICK DISEASE, TYPE E, INCLUDED|NIEMANN-PICK DISEASE, TYPE F, INCLUDED|Niemann Pick Disease, Visceral|Niemann-Pick Disease, Visceral|Niemann Pick's Disease Type B|Niemann-Pick's Disease Type B|Niemann Pick's Disease Type E|Niemann-Pick's Disease Type E|Type B Niemann Pick Disease|Type B Niemann-Pick Disease",Genetic disease (inborn)|Lymphatic disease|Metabolic disease|Nervous system disease
Leber Congenital Amaurosis 4,MESH:C565778,OMIM:604393,,MESH:D057130,C11.270.516/C565778|C11.768.364/C565778,C11.270.516|C11.768.364,"Cone-Rod Dystrophy, Aipl1-Related|CONE-ROD DYSTROPHY, AIPL1-RELATED, INCLUDED|LCA4|Retinitis Pigmentosa, Juvenile, Aipl1-Related|RETINITIS PIGMENTOSA, JUVENILE, AIPL1-RELATED, INCLUDED",Eye disease
Feline Infectious Peritonitis,MESH:D016766,,"Common coronavirus infection of cats caused by the feline infectious peritonitis virus (CORONAVIRUS, FELINE). The disease is characterized by a long incubation period, fever, depression, loss of appetite, wasting, and progressive abdominal enlargement. Infection of cells of the monocyte-macrophage lineage appears to be essential in FIP pathogenesis.",MESH:D002371|MESH:D018352,C02.782.600.550.200.360|C22.180.440,C02.782.600.550.200|C22.180,"Feline Infectious Peritonitides|Infectious Peritonitides, Feline|Infectious Peritonitis, Feline|Peritonitis, Feline Infectious|Peritonitis, Infectious, Feline",Animal disease|Viral disease
"Adrenal Hyperplasia, Congenital",MESH:D000312,,"A group of inherited disorders of the ADRENAL GLANDS, caused by enzyme defects in the synthesis of cortisol (HYDROCORTISONE) and/or ALDOSTERONE leading to accumulation of precursors for ANDROGENS. Depending on the hormone imbalance, congenital adrenal hyperplasia can be classified as salt-wasting, hypertensive, virilizing, or feminizing. Defects in STEROID 21-HYDROXYLASE; STEROID 11-BETA-HYDROXYLASE; STEROID 17-ALPHA-HYDROXYLASE; 3-beta-hydroxysteroid dehydrogenase (3-HYDROXYSTEROID DEHYDROGENASES); TESTOSTERONE 5-ALPHA-REDUCTASE; or steroidogenic acute regulatory protein; among others, underlie these disorders.",MESH:D000307|MESH:D030342|MESH:D043202|MESH:D047808,C12.706.316.129.500|C13.351.875.253.129.500|C16.131.939.316.129.500|C16.320.033|C16.320.565.925.249|C18.452.648.925.249|C19.053.440|C19.391.119.129.500,C12.706.316.129|C13.351.875.253.129|C16.131.939.316.129|C16.320|C16.320.565.925|C18.452.648.925|C19.053|C19.391.119.129,"Adrenal Hyperplasias, Congenital|Congenital Adrenal Hyperplasia|Congenital Adrenal Hyperplasias|Hyperplasia, Congenital Adrenal|Hyperplasias, Congenital Adrenal",Congenital abnormality|Endocrine system disease|Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)
"Hyperinsulinemic hypoglycemia, familial, 3",MESH:C538374,OMIM:602485,,MESH:D006946|MESH:D007003,C18.452.394.968/C538374|C18.452.394.984/C538374,C18.452.394.968|C18.452.394.984,HHF3,Metabolic disease
Metabolic Syndrome,MESH:D024821,DO:DOID:14221,A cluster of symptoms that are risk factors for CARDIOVASCULAR DISEASES and TYPE 2 DIABETES MELLITUS. The major components of metabolic syndrome include ABDOMINAL OBESITY; atherogenic DYSLIPIDEMIA; HYPERTENSION; HYPERGLYCEMIA; INSULIN RESISTANCE; a proinflammatory state; and a prothrombotic (THROMBOSIS) state.,MESH:D007333|MESH:D008659,C18.452.394.968.500.570|C18.452.625,C18.452|C18.452.394.968.500,"Cardiovascular Syndrome, Metabolic|Cardiovascular Syndromes, Metabolic|Dysmetabolic Syndrome X|Insulin Resistance Syndrome X|Metabolic Cardiovascular Syndrome|Metabolic Syndromes|Metabolic Syndrome X|Metabolic X Syndrome|Reaven Syndrome X|Syndrome, Metabolic|Syndrome, Metabolic Cardiovascular|Syndrome, Metabolic X|Syndromes, Metabolic|Syndrome X, Dysmetabolic|Syndrome X, Insulin Resistance|Syndrome X, Metabolic|Syndrome X, Reaven|X Syndrome, Metabolic",Metabolic disease
Meacham Winn Culler syndrome,MESH:C538162,OMIM:608978,,MESH:D006061,C12.706.316.096.687/C538162|C12.706.316.309.388/C538162|C13.351.875.253.096.687/C538162|C13.351.875.253.309.388/C538162|C16.131.939.316.096.687/C538162|C16.131.939.316.309.388/C538162|C19.391.119.096.687/C538162|C19.391.119.309.388/C538162,C12.706.316.096.687|C12.706.316.309.388|C13.351.875.253.096.687|C13.351.875.253.309.388|C16.131.939.316.096.687|C16.131.939.316.309.388|C19.391.119.096.687|C19.391.119.309.388,Meacham Syndrome,Congenital abnormality|Endocrine system disease|Urogenital disease (female)|Urogenital disease (male)
Marfanoid Habitus with Microcephaly and Glomerulonephritis,MESH:C565411,,,MESH:D005921|MESH:D008382|MESH:D008831,C05.116.099.674/C565411|C05.660.207.620/C565411|C10.500.507.400.500/C565411|C12.777.419.570.363/C565411|C13.351.968.419.570.363/C565411|C14.240.400.725/C565411|C14.280.400.725/C565411|C16.131.077.550/C565411|C16.131.240.400.720/C565411|C16.131.621.207.620/C565411|C16.131.666.507.400.500/C565411|C16.320.540/C565411|C17.300.500/C565411,C05.116.099.674|C05.660.207.620|C10.500.507.400.500|C12.777.419.570.363|C13.351.968.419.570.363|C14.240.400.725|C14.280.400.725|C16.131.077.550|C16.131.240.400.720|C16.131.621.207.620|C16.131.666.507.400.500|C16.320.540|C17.300.500,,Cardiovascular disease|Congenital abnormality|Connective tissue disease|Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease|Urogenital disease (female)|Urogenital disease (male)
"Hearing Loss, Bilateral",MESH:D006312,,Partial hearing loss in both ears.,MESH:D034381,C09.218.458.341.374|C10.597.751.418.341.374|C23.888.592.763.393.341.374,C09.218.458.341|C10.597.751.418.341|C23.888.592.763.393.341,"Bilateral Hearing Loss|Bilateral Hearing Losses|Hearing Losses, Bilateral|Loss, Bilateral Hearing|Losses, Bilateral Hearing",Ear-nose-throat disease|Nervous system disease|Signs and symptoms
"Parkinsonism-Dystonia, Infantile",MESH:C567730,OMIM:613135,,MESH:D010300|MESH:D020821,C10.228.140.079.862.500/C567730|C10.228.662.300/C567730|C10.228.662.600.400/C567730|C10.574.812/C567730,C10.228.140.079.862.500|C10.228.662.300|C10.228.662.600.400|C10.574.812,DOPAMINE TRANSPORTER DEFICIENCY SYNDROME|DTDS|PKDYS,Nervous system disease
"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 38",OMIM:617020,,,MESH:D013036,C10.228.140.490.375.760/617020|C10.228.140.490.493.875/617020,C10.228.140.490.375.760|C10.228.140.490.493.875,EIEE38,Nervous system disease
"Arrhythmogenic Right Ventricular Dysplasia, Familial, 3",MESH:C566584,OMIM:602086,,MESH:D019571,C14.240.400.145/C566584|C14.280.238.028/C566584|C14.280.400.145/C566584|C16.131.240.400.145/C566584,C14.240.400.145|C14.280.238.028|C14.280.400.145|C16.131.240.400.145,Arrhythmogenic Right Ventricular Cardiomyopathy 3|ARVC3|ARVD3,Cardiovascular disease|Congenital abnormality
Posterior column ataxia,MESH:C536342,,,MESH:D012678|MESH:D013132,C10.228.140.252.700/C536342|C10.228.854.787/C536342|C10.574.500.825/C536342|C10.597.751/C536342|C16.320.400.780/C536342|C23.888.592.763/C536342,C10.228.140.252.700|C10.228.854.787|C10.574.500.825|C10.597.751|C16.320.400.780|C23.888.592.763,Biemond ataxia,Genetic disease (inborn)|Nervous system disease|Signs and symptoms
Ovarian Cysts,MESH:D010048,,General term for CYSTS and cystic diseases of the OVARY.,MESH:D003560|MESH:D010049,C04.182.612|C13.351.500.056.630.580|C19.391.630.580,C04.182|C13.351.500.056.630|C19.391.630,"Corpus Luteum Cyst|Corpus Luteum Cysts|Cyst, Corpus Luteum|Cyst, Ovarian|Cysts, Corpus Luteum|Cysts, Ovarian|Ovarian Cyst",Cancer|Endocrine system disease|Urogenital disease (female)
"DEAFNESS, AUTOSOMAL RECESSIVE 101",OMIM:615837,DO:DOID:0110462,,MESH:C566580,C09.218.458.341.887/C566580/615837|C10.597.751.418.341.887/C566580/615837|C23.888.592.763.393.341.887/C566580/615837,C09.218.458.341.887/C566580|C10.597.751.418.341.887/C566580|C23.888.592.763.393.341.887/C566580,DFNB101,Ear-nose-throat disease|Nervous system disease|Signs and symptoms
"FEBRILE SEIZURES, FAMILIAL, 11",OMIM:614418,,,MESH:D003294,C10.597.742.571/614418|C23.888.592.742.571/614418,C10.597.742.571|C23.888.592.742.571,"CONVULSIONS, FAMILIAL FEBRILE, 11|FEB11",Nervous system disease|Signs and symptoms
Gastric Dilatation,MESH:D013271,DO:DOID:3229,Abnormal distention of the STOMACH due to accumulation of gastric contents that may reach 10 to 15 liters. Gastric dilatation may be the result of GASTRIC OUTLET OBSTRUCTION; ILEUS; GASTROPARESIS; or denervation.,MESH:D013272,C06.405.748.300,C06.405.748,"Dilatation, Gastric|Dilatation, Stomach|Dilation, Gastric|Dilation, Stomach|Gastric Dilation|Stomach Dilatation|Stomach Dilation",Digestive system disease
Acute Pain,MESH:D059787,,"Intensely discomforting, distressful, or agonizing sensation associated with trauma or disease, with well-defined location, character, and timing.",MESH:D010146,C23.888.592.612.081,C23.888.592.612,"Acute Pains|Pain, Acute|Pains, Acute",Signs and symptoms
